'ge'li'qu'she'zhi 隔离区设置
'xi'shou'li 吸收力
'yi'nian'sheng'zhi 一年生枝
'sheng'zhang'yun'dong 生长运动
'pen'shui 喷水
'da'cong'yi'bing 大葱疫病
'yi'liu'lin 乙硫磷
'gao'wen'yan'suan'chu'li 高温盐酸处理
'sheng'jing 生境
'cong'xing'yi'chuan 从性遗传
'na'shi'hou 那时候
'tian'cai'xiang'chong 甜菜象虫
'xin'zhong 新种
'da'zhuang'ji 打桩机
'wen'he'shi'jun'ti 温和噬菌体
'xi'shi'xing 吸湿性
'wan'neng'gan'zao'ji 万能干燥机
'nian'jun'lei 粘菌类
'zhu'yue 逐月
'dian'xing'lin'rong'tu 典型淋溶土
'lei'hei'jing 类黑精
'shui'mei 水媒
'jin'gou'wei'cao 金狗尾草
'tang'mi'si'liao 糖蜜饲料
'ge'li'ping'jia 隔离评价
'zui'di'wen'du'biao 最低温度表
'cu'zhi'fang 粗脂肪
'xi'jia'niu'she 系枷牛舍
'ji'xing 畸形
'ya'she 鸭舍
'hou'cha'zai'pei 后茬栽培
'san'shui'lv'kuang 三水铝矿
'sui'ji'qu'zu 随机区组
'tong'hua'guo'cheng 同化过程
'lu'di'zai'pei 露地栽培
'guang'hua'xue 光化学
'xiong'rui'zhuang'de 雄蕊状的
'guang'xiao 光效
'wu'jun'chu'she 无菌畜舍
'dan'lin'fu'he'fei'liao 氮磷复合肥料
'bi'huan 鼻环
'wu'li'tu'bian'ti 物理突变体
'sheng'hua'xue'ji'zhi 生化学机制
'bao'zhuang'xian 胞状腺
'tu'rang'di'ji'tu 土壤地籍图
'fei'da 肥大
'jia'chu'hu'chang'gu'bing'du 家畜呼肠孤病毒
'fu'zhi'ni 腐殖泥
'yu'bao 预报
'mian'long 棉隆
'sheng'wu'liang 生物量
'xiao'hua'mei 消化酶
'peng'zhang'xing 膨胀性
'zu'fen 组分
'chuan'dong'pi'dai 传动皮带
'tu'rang'zhi'di 土壤质地
'sha'mo 沙漠
'ji'nai'ci'shu 挤奶次数
'she'ji'hong'shui'wei 设计洪水位
'ju'fu'e'de 具副萼的
'wang'zhuang'mai 网状脉
'shi'guan 试管
'qi'ti'fa'sheng'qi 气体发生器
'shang'pi'de 上皮的
'feng'chao 蜂巢
'he'dian'shou'jing 合点受精
'fu'he'shi'jian 复合事件
'nian'jun 年均
'kun'chong'fang'zhi 昆虫防治
'you'ji'kuang'zhi'ying'yang 有机矿质营养
'chi'guo 翅果
'er'xiu'yi'wan 二溴乙烷
'cha'er'tong 查耳酮
'ren'shen'mu'zhu 妊娠母猪
'xiang'dui'xuan'ze'xing 相对选择性
'can'kao'shu 参考书
'ji'nai'qi 挤奶七
'shi'hui'xing'bai'yun'shi 石灰性白云石
'liang'biao'zhi 量标识
'xiong'dou'ji 雄斗鸡
'dao'wen'bing 稻瘟病
'lin'xi 淋洗
'ni'pei'zi 拟配子
'fang'chui'ti 纺锤体
'ye'cha 叶插
'lao'dan'bai'yan 酪蛋白盐
'bian'tao'dai 扁桃甙
'ji'ran'ru'ci 既然如此
'wai'sheng'bao'zi 外生孢子
'ma'ling'shu'wa'xue'ji 马铃薯挖穴机
'qian'hui'se'tu'rang 浅灰色土壤
'sheng'wu'xing 生物型
'kun'chong'bing 昆虫病
'fu'qin 父亲
'a'nai'wen 阿奈温
'an'tai'dan'fei 氨态氮肥
'guang'he'cheng'mei 光合成酶
'tu'rang'qu'yu'hua 土壤区域化
'zhong'zhi'kai'gou'qi'zai'zhi'kai'gou'qi 种植开沟器栽植开沟器
'chong'zu'zhi 重组值
'ye'mai'wei 野麦畏
'guan'gai'yong'shui 灌溉用水
'fa'zuo 发作
'xi'bao'xue 细胞学
'bai'san'ye'cao'hua'ye'bing 白三叶草花叶病
'si'yang'shi'yan 饲养试验
'tu'rang'wu'li'xue 土壤物理学
'guo'min'xing 过敏性
'ru'fang 乳房
'sheng'wu'jin'hua 生物进化
'wen'shui'yu'chu'qi 温水育雏器
'zhi'si'lv 致死率
'wei'liang'di'ding 微量滴定
'sui'ji'qu'zu'she'ji 随机区组设计
'gang'men'qu 肛门区
'xi'wen 喜温
'de'dang 得当
'guang'he'zhang'ai'xing 光合障碍型
'chun'xi 纯系
'xi'bao'fen'hua 细胞分化
'hu'liang'ken 湖粱齦
'ju'feng 飓风
'tu'rang'shui'fen'bao'chi 土壤水分保持
'qie'ge'lian 切割链
'yi'ji'tu 移积土
'run'hua'ji 润滑剂
'tu'rang'you'dian'lv 土壤诱电率
'wu'cha'qu'xian 误差曲线
'xi'bao 细胞
'you'suo'cao 油莎草
'gu'tu'rang'lei'xing 古土壤类型
'jia'ben 甲苯
'zhong'li'ce'ding 重力测定
'ni'sang 泥桑
'suan'xing'mei'chen 酸性煤尘
'long'du'su 龙毒素
'huang'you'nai'shui 黄油奶水
'fu'jie 腹节
'zheng'que'xing 正确性
'bo'zhong'shen'du 播种深度
'hui'lv'yan 辉绿岩
'shi'xiu'shu 示修术
'zu'xian 祖先
'fen'mei'hui'fei'liao 粉煤灰肥料
'zai'zhi'su'du 栽植速度
'shi'dai 世代
'bi're 比热
'mai'fu 麦麸
'xiang'fu 相符
'tu'di'jian'she'xue 土地建设学
'sen'lin'fu'zhi'tu 森林腐殖土
'zao'shu'la'jiao 早熟辣椒
'zheng'xiang'guan 正相关
'chu'ji'dan'wei 雏鸡单位
'bian'dou'ye'shao'bing 扁豆叶烧病
'kang'wei'sheng'su 抗维生素
're'dai'xing'zhi'wu 热带性植物
'ji'yin'cu 基因簇
'hua'yao'pei'yang 花药培养
'fu'hua'wu 氟化物
'zi'dong'zhu'she'qi 自动注射器
'bo'shi'zhuo 剥蚀酌
'dan'bai'xian 蛋白腺
'fou'ding'qu 否定区
'zhu'cang'wu 贮藏物
'cao'yuan'tu 草原土
'xing'jue'ding 性决定
'si'hei'sui'bing 丝黑穗病
'hua'xue'wu'ran 化学污染
'pian'guang'ce'ding 偏光测定
'zheng'he 整合
'quan'wo 醛肟
'san'yao'su'fei'liao 三要素肥料
'di'an'qu 第暗渠
'hun'ning'tu'ba 混凝土坝
'que'sheng 缺省
'tuo'pi'xian 脱皮腺
'bei'ji'dong'yuan 北极冻原
'dan'an'se'tu 淡暗色土
'hui'chang'yan 辉长岩
'pin'zhong 品种
'qian'ti 前提
'hui'gui'fen'xi 回归分析
'dou'jia 豆荚
'da'hua 打滑
'lian'suo'za'jiao 连锁杂交
'ya'ma 亚麻
'xiang'dui'shi'du 相对湿度
'di'zhi'zhuo 地质酌
'niao'gan'niao 鸟苷脲
'qu'gou'ji 去垢剂
'zai'zu'hua'he'wu 甾族化合物
'you'yin'wu'zhi 诱引物质
'cao'mu'xi 草木犀
'si'gua 丝瓜
'feng'shi'bing 风湿病
'jie'zhi'dong'wu 节肢动物
'bing'hai'yu'fang 病害预防
'te'yong'you'ji'hua'he'wu 特用有机化合物
'fu'he'za'jiao 复合杂交
'you'zong'bao'de 有总苞的
'pu'tao'jiu 葡萄酒
'xian'xing'shang'wei 显性上位
'fang'xing'bo'zhong 方形播种
'xiu'hua'wu 溴化物
'si'liao'wei'sheng 饲料卫生
'bai'yu'hua'fen 败育花粉
'tian'cai'gen'fu'bing 甜菜根腐病
'fang'mu'cao'di 放牧草地
'ji'dou 鸡痘
'huo'shan'tu 火山土
'xi'bao'ban 细胞板
'xian'ji'zhuan'yi'mei 酰基转移酶
'leng'qi'gan'zao 冷气干燥
'zi'dong'fan'zhuan'pan 自动翻转盘
'mu'cai'fei'qi'wu 木材废弃物
'huang'tu 黄土
'xie'he'qi'dao'kong'zhuang'zhi 卸荷器倒空装置
'jia'qin'kui'yang'xing'chang'yan 家禽溃疡性肠炎
'dong'ji'tian'xian'zui 冬季填闲罪
'ji'shui'qi'ti'shui'beng 汲水器提水泵
'qing'si'liao'fen'sui'ji 青饲料粉碎机
'da'qi'fu'she'biao 大气辐射表
'zhao'guang 照光
'tong'bing 酮病
'jia'qin'long'bing 家禽笼病
'wen'dai'zui 温带罪
'an'ji'dan 氨基氮
'dai'zhuang'zhong'zhi 带状种植
'hai'an'ping'yuan 海岸平原
'jia'ben'mi'zuo 甲苯咪唑
'ni'tan'ju'ji'guo'cheng 泥炭聚积过程
'zui'shi'fu'zhi'zhuang'tai 最适腐殖状态
'li'xue'ping 利血平
'tuo'la'ji'xuan'gua'shi'pen'fen'ji 拖拉机悬挂式喷粉机
'lie'hao'ma 列号码
'guang'he'sheng'chan'lv 光合生产率
'yan'hua'na'zhi'tu 盐化钠质土
'ma'lai'suan'xian'pian 马来酸酰胼
'chan'la'de 产蜡的
'wu'xing'xi 无性系
'tu'po'kou 突破口
'bu'chong'fa'jiao 补充发酵
'duan'qi'tian'qi'yu'bao 短期天气预报
'ju'xiao'san'xing'hua'xu'de 具小伞形花序的
'jiu'chao'xing 就巢性
'jiu'cong 韭葱
'zhu'zhuang'bao'bi'zu'zhi 柱状薄壁组织
'lie'guo 裂果
'lin'rong'ceng 淋溶层
'zui'shi'tiao'jian 最适条件
'mian'yi'kuo'san'fan'ying 免疫扩散反应
'niu'pi'ying'you'chong 牛皮蝇幼虫
'er'shuo'guo'de 二蒴果的
'wei'xi'zeng'zhi 微细增殖
'huan'chong'ye 缓冲液
'pu'tao'miao'pu 葡萄苗圃
'fang'she'xing'chen'jiang 放射性沉降
'yi'chuan'xing'duo'tai'xian'xiang 遗传性多态现象
'zhi'duan'fei'da'zheng 肢端肥大症
'chuan'fen'zhe 传粉者
'guang'he'lv 光合率
'wei'shu'can 未熟蚕
'jia'ji'lv 甲基绿
'fu'you'mu 蜉蝣目
'mian'yi'xing'ji'bing 免疫性疾病
'gu'ding 固定
'wa'tu'chan'dou 挖土铲斗
'chu'li'shu 处理数
'guan'tou'shui'guo 罐头水果
'sa'jiu'fei'lao 撒厩肥耢
'wu'jun'bao'zhuang 无菌包装
'ge'zi'qiang 格子墙
'liang'bei'de 两被的
'ying'ye'de 硬叶的
'mian'yi'zhen'duan 免疫诊断
'shu'ban'dian'bing 黍斑点病
'zuo'you'dui'chen'de 左右对称的
'sen'lin'cao'yuan'tu 森林草原土
'xi'du 细度
'an'ji'jia'suan'yan 氨基甲酸盐
'gan'ju'tan'ju'bing 柑桔炭疽病
'di'ji 第剂
'hong'wai'deng 红外灯
'yan'bing 眼病
'feng'tai'xi'shu 峰态系数
'si'wang 死亡
'dan'bei'ti'bu'yu 单倍体不育
'ji'yin'yao'su 基因要素
'lv'ceng 滤层
'mei'sui'li'shu 每穗粒数
'guo'ji'dan'wei 国际单位
'jiu'hua'mei 酒化酶
'ji'nang 极囊
'tu'di'shi'he'xing 土地适合性
'qu'zhi 取值
'fa'qing'zhen'duan'fa 发情诊断法
'lei'ji'fen'bu'tu 累积分布图
'ping'jun'shui'ping 平均水平
'chang'mao 长毛
'xue'ye 学业
'he'ruan 核朊
'zhong'xing 种性
'cheng'wei 称为
'su'nang'zu'se 嗉囊阻塞
'ye'shang'zhe'sheng'de 叶上着生的
'shan'gu'shui'dao'tu 山谷水稻土
'xiu'mian'da'po'ji 休眠打破剂
'xiao'hua'xi'tong'ji'bing 消化系统疾病
'gong'ma 公马
'zhi'hui'fa 止回阀
'qing'suan'qi'ti 氰酸气体
'bing'suan'yan 丙酸盐
'fa'ya'li 发芽力
'jun'hua'ji 均化机
'qian'yu'hua 潜育化
'fen'jie'yu'fang'ji 分解预防剂
'ge'zi'she'ji 格子设计
'ran'se'ti'gong'yi'xue 染色体工艺学
'sai'fen 噻吩
'sheng'wu're'xiao'du 生物热消毒
'fu'bai'bing 腐败病
'ni'jing'ti 拟晶体
'sheng'wu'jian'ding 生物检定
'zhu'liang'ta 贮粮塔
'ci'xing 磁性
'zi'mu'xu 紫苜蓿
'guan'gai'jian'zhu'wu 灌溉建筑物
'dan'que'fa'zheng'zhuang 氮缺乏症状
'jie'man 疥螨
'bing'an'suan 丙氨酸
'chan'bao'cong 产孢丛
'xuan'fu'pei'yang 悬浮培养
'ping'guo'gen'fu'bing 苹果根腐病
'yi'tong 异同
'xiao'yu'pian 小羽片
'zai'zu'he 再组核
'xiao'hua'guo'lin'suan'gai 硝化过磷酸钙
'you'chu 幼畜
'nong'bing'bing'yuan'ti 脓病病原体
'xie'fang'cha 协方差
'qiang'ji'xiang'mao'quan 羟基香茅醛
'dao'he'se'ye'ku'bing 稻褐色叶枯病
'gan'ba 干耙
'di're'wen'shi 地热温室
'ji'gu'bing 肌骨病
'er'xiao'jia'fen 二硝甲酚
'chan'xiong'de 产雄的
'san'ran'se'ti 三染色体
'pai'shui'guan 排水管
'guo'ji'min'sheng 国计民生
'shao'guo'de 少果的
'yan'ji'jiao'huan 盐基交换
'si'shui'wei 死水位
'xi'bao'zhi 细胞质
'tai'er'si'wang 胎儿死亡
'di'xia'ya'zhi'wu 地下芽植物
'gou'shi'qing'zhu'jiao 沟式青贮窖
'sheng'chu'zhen'liao'suo 牲畜诊疗所
'po'du 坡度
'mei'yi 每一
'tu'si'zi 菟丝子
'xiu'xian'nong'zhuo'fa 休闲农捉法
'yang'li'zi'jiao'huan'fan'ying 阳离子交换反应
'si'xian'wei 丝纤维
'bao'hu'zu'zhi 保护组织
'wei'yin 维因
'wu'suo'wei 无所谓
'dian'fen'ti 淀粉体
'xian'xing 显性
'bi'duo'chun 吡哆醇
'mo'zhi'guo'yang'hua 膜脂过氧化
'xi'shou'ji'neng 吸收机能
'xiao'suan'gai 硝酸钙
'bi'ma'yi'bing 蓖麻疫病
'zhen'dang'shi'yan 振荡试验
'kuai'zhuang'jie'gou 块状结构
'gu'tu'rang 古土壤
'huo'ji'bing'du'xing'chang'yan 火鸡病毒性肠炎
'an'quan'cuo'shi 安全措施
'qin'lie'xing'gan'mao'bing'du 禽列性感冒病毒
'tu'zai 屠宰
'luan'liang 卵量
'ying'yang'wu'yun'shu 营养物运输
'jian'zheng'zhu'qi 茧蒸煮器
'san'yin'zi'shi'yan'she'ji 三因子试验设计
'chao'jian'di 潮间地
'mi'ding 嘧啶
'fen'jie 分解
'han'liu'an'ji'suan 含硫氨基酸
'di'mian'chu'li 地面处理
'he'cheng'wei'sheng'su 合成维生素
'mi'feng'bai'e'bing 蜜蜂白垩病
'wu'xiao'jing 无效茎
'fei'jia'wen'wen'shi 非加温温室
'ye'sheng'dong'wu 野生动物
'kang'yi'dan'bai'mei'yin'su 抗胰蛋白酶因素
'liang'xiang 两项
'duo'bei'dan'bei'ti 多倍单倍体
'di'wei'ni'tan 低位泥炭
'jie'di'zu'zhi 结缔组织
'lian'mei'jun'shu 链霉菌属
'qing'yang'hua'gai 氢氧化钙
'qi'xiang'qi'hou'tiao'jian 气象气候条件
'tian'qi'mo'shi 天气模式
'tian'shu'an'gou'li 田鼠暗沟犁
'ni'biao'xing 拟表型
'di'fang'bing 地方病
'si'can 死蚕
'suan'xing'yan 酸性岩
'sha'qiu'sha'tu 沙丘沙土
'chen'jiang'fen'xi 沉降分析
'gen'shen'di'gu 根深蒂固
'fu'rou'zhong'du 腐肉中毒
'xiao'zhu'shui'zhong'bing 小猪水肿病
'bing'dian 冰点
'qiu'gen 球根
'qi'cao'pi'ji 起草皮机
'za'shi'xing'kun'chong 杂食性昆虫
'li'zi'jiao'huan'shi 离子交换尸
'gan'cao'peng 干草棚
'wei'guan'xi 维管系
'shui'guo'zhua'qu'qi 水果抓取器
'nian'ping'jun'jiang'shui 年平均降水
'biao'zhun'pian'hui'gui'xi'shu 标准偏回归系数
'xun'zheng'fen 熏蒸粉
'ying'yang'za'jiao 营养杂交
'dan'ceng'pei'yang 单层培养
'qi'hou'yu'bao 气候预报
'zhong'chang'qi 中长期
'xin'xian'jiu'fei 新鲜厩肥
'kong'qi'beng 空气泵
'mu'cao'sheng'chan'liang 牧草生产量
'han'shu'guan'xi 函数关系
'dao'er'ye 倒二叶
'luo'bao'zi 裸孢子
'gan'lan 甘蓝
'xie'tong'ning'ji 协同凝集
'ying'hua'shi'gao'ceng'tu'rang 硬化石膏层土壤
'ju'xie'dui'fei 锯屑堆肥
'fei'chuan'ran'xing'kun'chong 非传染性昆虫
'chao'suan'xing'yan 超酸性岩
'wei'shui'chu 喂水处
'wen'shi'qi'hou 温室气候
'jian'miao'qi 间苗器
'ru'suan'fa'jiao 乳酸发酵
'tan'suan'yan'ceng 碳酸盐层
'di'zhen 地震
'guo'min'du'su 过敏毒素
'pu'xue 瀑学
'tu'rang'xiao'qu 土壤小区
'leng'dong'ji 冷冻剂
'xiao'huo'shuan 消火栓
'biao'xing'chi'yan'xian'xiang 表型迟延现象
'fen'lie'zi 分裂子
'fen'sheng'bao'zi'ceng 分生孢子层
'niu'fu'lie'xing'gan'mao 牛副列性感冒
'san'jiao'zhou 三角洲
'tian'shu 天数
'zong'bao 总苞
'yang'ji'chang 养鸡场
'dian'di'di'ding 点滴滴定
'tuo'jian'tu 脱碱土
'jing'gan 茎秆
'qin'ling 秦岭
'lian'mei'su 链霉素
'qiu'xing'jian 球形茧
'ding'bu 町步
'chun'ji 春季
'hua'yao 花药
'sheng'wu'wu'ran 生物污染
'jin'jiao'xi 近交系
'xu'chan'pin 畜产品
'pu'fa'yu 瀑发育
'bing'er'quan 丙二醛
'tu'rang'fei'li 土壤肥力
'niu'nai'ji'liang'qi 牛奶计量器
'yang'rou 羊肉
'fei'ji'wu'ran 飞机污染
'er'hua'xing 二化性
'gan'lao'zhi'zuo 干酪制作
'la'jiao'bai'juan'bing 辣椒白绢病
'du'li 毒力
'dian'ben'jing 碘苯腈
'chan'luan'qi 产卵期
'shui'li'gong'cheng 水利工程
'shui'tian'shen'tou'liang 水田渗透量
'bi'kong 鼻孔
'tian'jia 添加
'xing'lian'suo 性连锁
'zheng'fa'hao'sun 蒸发耗损
'zi'you'shen'ru 自由渗入
'ye'duan 叶段
'si'liao'xu'yao'liang 饲料需要量
'you'si'fen'lie 有丝分裂
'ren'gong'jiang'yu 人工降雨
'shui'rong'xing'fei'liao 水溶性肥料
'fei'yan 肺炎
'wei'ti 微体
'hua'xing 化性
'fan'qie'ye'ban'bing 番茄叶斑病
'xin'wai'mo 心外膜
'xian'qi'xing 嫌气性
'you'li'an'ji'suan 游离氨基酸
'hai'bin'xiang'wan'dou 海滨香豌豆
'bai'xin'da'mi 白芯大米
'kang'li'niao'ji'su 抗利尿激素
'sheng'li'xuan'ze'xing 生理选择性
'er'qin'lei'chu'cao'ji 二嗪类除草剂
'he'li 河狸
'miao'chuang'ji'xie 苗床机械
'hu'jiao 胡椒
'miao'long 苗垄
'ding'ji'qing'kun 丁基氢醌
'dan'bai'zhi'san'ji'jie'gou 蛋白质三级结构
'si'liao'yong'gu'lei 饲料用谷类
'ti'xi'bao'za'zhong 体细胞杂种
'xiong'tang 胸膛
'hua'fen'li 花粉粒
'li'jing'zu'he 粒径组合
'xuan'ze 选择
'ji'guan'huang'xuan 鸡冠黄癣
'ya'xiao'hua'he'wu 亚硝化合物
'yi'gou'ti 异构体
'di'xia'ba 地下坝
'gao'di 高地
'sang'ye'cheng'fen 桑叶成分
'ping'jun'zhi 平均值
'fan'zhi'ya'ti 繁殖芽体
'jie'gan 秸秆
'you'ji'kuang'zhi'fei'liao 有机矿质肥料
'xiao'bai'shu'ru'fang'ai'bing'du 小白鼠乳房癌病毒
'yun'ma'xue'qing 孕马血清
'zhi'liu'xing 致瘤性
'man'guan 漫灌
'hua'ya 花芽
'zhi'li'ti 脂粒体
'jian'huan 减缓
'tu'keng 土坑
'jiao'cha'jia 交叉价
'wu'huang'de 无黄的
'xiao'he 小核
'xiang'xie'zhe'zhou 向斜褶皱
'xiang'dui'sheng'zhang'lv 相对生长率
'qing'xing 晴性
'ning'jie 凝结
'chang'shi 长石
'can'hu'xi 蚕呼吸
'yu'fang'sha'zhen'jun'ji 预防杀真菌剂
'za'zhong'dan'bai'zhi 杂种蛋白质
'guo'bao'zi 果孢子
'bao'zi'ti 孢子体
'jian'li'guo'yuan 建立果园
'suan'su'yuan 蒜素原
'zi'yang'wei'sheng'wu 自养微生物
'fang'xing'xue'bo'ji 方形穴播机
'yao'cao 药草
'xia'bao'zi 夏孢子
'lao'hua 老化
'zhong'xin'ti 中心体
'qie'duan'shu 切断术
'bei'xian 背腺
'shuang'lie'fen'xi 双列分析
'fang'han 防旱
'xing'zhuan'huan'ji'yin 性转换基因
'cu'luan'pao'ji'su 促卵泡激素
'ya'ma'shou'ge'ji 亚麻收割机
'sheng'zhang'shi'yan 生长试验
'zong'zha'men 总闸门
'qin'shi'ji'zhun'mian 侵蚀基准面
'bing'chuan'zhi'wu'qun 冰川植物群
'liang'yin'zi'shi'yan'she'ji 两因子试验设计
'tu'rang'you'ji'wu'zhi 土壤有机物质
'shi'yong'liang 使用量
'fan'kou'ji 反口极
'xiang'jia'xing 相加性
'ma'shou'yi'xing'guan'jie'yan 马兽疫性关节炎
'xian'qi 先期
'shang'chun 上唇
'xian'xing'zhong 显性种
'ji'liang 剂量
'qian'cha'shu'cai 前茬蔬菜
'yi'chuan'ju'li 遗传距离
'bing'yuan'xing 病原性
'sheng'zai'he'zhong'de 生在河中的
'sheng'wu'huan'jing 生物环境
'zheng'jiao'xing 正交性
'ji'nue 鸡疟
'fang'xiang'zu'hua'he'wu 芳香族化合物
'lian'xu'fen'bu'qu 连续分布区
'huan'jing'wen'du 环境温度
'shi'fei'zhi'du 施肥制度
'lian'duan'mian 怜断面
'shu'lei'zui 薯类罪
'ma'zui 麻醉
'zhong'chuan'ran 重传染
'fei'geng'di 非耕地
'quan'mei 全酶
'shuang'xian'qi 双线期
'er'nian'sheng'shu'cai 二年生蔬菜
'bu'zhi'dao 不知道
'chou'mi'du'ji 稠密度计
'gan'rao'su 干扰素
'mian'yi'xue'qing 免疫血清
'si'ye 丝液
'he'sheng 合生
'gun'tong 滚筒
'du'cao 毒草
'hua'shi 滑石
'san'ye'xiang'jiao'shu 三叶橡胶树
'ceng'jia'shi'ji'long 层架式鸡笼
'piao'bai'ruan'tu 漂白软土
'yi'chuan'de'sheng'chan'neng'li 遗传的生产能力
'wei'xian'shui'huan'jing 微咸水环境
'di'jiao 地窖
'ru'fu'ji 乳副穖
'zhi'shu 植竖
'chen'dian 沉淀
'quan'shui 泉水
'zi'zou'shi'xiao'che 自走式小车
'ye'ya'xi'tong 液压系统
'nuan'wen'qun'ti 暖温群体
'you'er 诱饵
'kong'qi'yu 空气浴
'ma'ling'shu'lian'ye'hua'ye'bing 马铃薯连叶花叶病
'pin'zhong'tui'hua 品种退化
'shou'huo'wu 收获物
'mai'jiao'zai'chun 麦角甾醇
'you'hai'man 有害螨
'fen'ya'bao'zi 粉芽孢子
'fei'bing'yuan'xing 非病原性
'ba'er'de'yun'shi'xiao'ying 巴尔得云氏效应
'yu'mi'dian'fen 玉米淀粉
'er'qiang'xiong'rui'de 二强雄蕊的
'tong'bao'jiao'pei 同胞交配
'qing'ke 青稞
'za'zhong'xing 杂种性
'chun'wen 春温
'mei'jie 酶解
'zheng'fa 蒸发
'shou'huo'lv 收获率
'qi'hou'sheng'zhang'zhi'shu 气候生长指数
'ji'kou'xi'chong'bing 棘口吸虫病
'pu'mie'tong 扑灭通
'wan'quan'yan 完全堰
'chan'dan 产蛋
'xiao'suan'an 硝酸铵
'jiao'ti'fu'he'ti 胶体复合体
'deng'wei'ji'yin 等位基因
'ting'jue'de 听觉的
'tu'bian'shi'ying'xing 突变适应性
'qie'zi'hei'ku'bing 茄子黑枯病
'wen'du'chong'ji 温度冲击
'xi'shi'de 喜湿的
'mei'miao'zhong 每秒钟
'lie'xing'gan'mao'bing'du 列性感冒病毒
'shuang'ban'de 双瓣的
'gai'liang'cu 改良蔟
'bao'ceng'mo'jing'tu 薄层漠境土
'lun'guan 轮灌
'nie'rong'zha'fei'liao 镍溶渣肥料
'fu'bai'jun 腐败菌
'xiao'xing'tuo'la'ji 小型拖拉机
'ya'ma'suan 亚麻酸
'guan'zhuang'zhong'zhu 管状中柱
'ran'se'li 染色粒
'deng'ju'qu'yang'fa 等距取样法
'fa'ya 发芽
'pu'xing'cheng 瀑形成
'he'dao'zheng'zhi 河道整治
'an'hong'se'tie'lv'tu 暗红色铁铝土
'di'xing'xing'jiang'shui 地形性降水
'xing'tai'bian'yi 形态变异
'you'xiao'shui'fen 有效水分
'gong'neng'qi 功能期
'xun'qiu 寻求
'can'sha 蚕沙
'duo'ban'ru'tang'quan'mei 多半乳糖醛酶
'jing'lian'xu 径怜蓄
'da'mai'si'liao'dan'wei 大麦饲料单位
'huang'liu 黄瘤
'ya'qian'shi'li'he'qi 牙嵌式离合器
'jia'dai'sen'xin 甲代森锌
'zhi'wu'xing'you 植物性油
'deng'wei'ji'yin'chong'zu 等位基因重组
'yang'hua'qi 扬花期
'dian're'shi'fu'hua'qi 电热式孵化器
'leng'hai 冷害
'quan'lie'tou'tao'chong'bing 犬裂头绦虫病
'tiao'zao 跳蚤
'niu'pi 牛皮
'guan'dao'pai'shui 管道排水
'jue'dui'nian'ling 绝对年龄
'jia'zhong'pi 假种皮
'mu'shuan'xing'cheng'ceng 木栓形成层
'lv'suan'na 氯酸钠
'zeng'tian'ji 增甜剂
'gu'feng'hua'qiao 古风化壳
'jiao'mo'yan 角膜炎
'zhong'jian'xing'zhi'wu 中间性植物
'ying'ji'xing 应激性
'feng'hua'xing 风化型
'hua'xue'gan'shou'qi 化学感受器
'jue'ding'xi'shu 决定系数
'ji'yin 基因
'pi'fu'zhong'he'fan'ying 皮肤中和反应
'li'zi'hua 离子化
'jie'gou'tu'rang 结构土壤
'suan'shu'ping'jun 算术平均
'ding'duan'de 顶端的
'kang'du'su 抗毒素
'sen'lin'qi'xiang'xue 森林气象学
'zi'ran'jiao'pei 自然交配
'wen'ding'du 稳定度
'sheng'wu'jie 生物界
'mian'yi'fan'ying 免疫反应
'miao'chuang'wei'zhi 苗床位置
'tu'rang'bing'yuan'ti 土壤病原体
'zi'sun 子孙
'yi'chuan'bian'liang 遗传变量
'lv'zhou'xiao'ying 绿洲效应
'ji'suan'xiao'qu 计算小区
'jia'qin'xi'jun'xing'guan'jie'yan 家禽细菌性关节炎
'cu'dan'bai 粗蛋白
'feng'mei 风媒
'gen'ya'chong 根蚜虫
'zhu'cang 贮藏
'fa'ye 发叶
'lin'ba'guan 淋巴管
'sheng'huo'li 生活力
'yan'ji'bao'he'tu'rang 盐基饱和土壤
'tui'guang'pin'zhong 推广品种
'he'tao'shu'hu'tao'shu 核桃树胡桃树
'ran'se 染色
'shou'tai'lv 受胎率
'sheng'zhang'cu'jin'ji 生长促进剂
'guang'bao'he'dian 光饱和点
'can'wang 蚕网
'lin'xing'cui 林性粹
'bao'he'chong'ji'tu 饱和冲积土
'jiao'pei'zu 交配组
'can'ti'xiao'du 蚕体消毒
'xi'bao'zhi'kang'xing 细胞质抗性
'yan'ji'lei'si'wu 盐基类似物
'ben'xiao 本校
'qing'zhu'zui'shou'ge'ji 青贮罪收割机
'luan'chao'de 卵巢的
'shen'ye'de 肾叶的
'ji'yin'pin'lv'gu'ji 基因频率估计
'la'shu'qi 蜡熟期
'xi'shi'ji 稀释剂
'jie'chang 结肠
'chang'ran'se'ti 常染色体
'ying'yang'yuan'su'zui'shi'bi 营养元素最适比
'gu'li 谷粒
'pei'zi'xing'cheng 配子形成
'duo'ci'rui'xi 多雌蕊系
'dong'yuan 冻原
'mu'ben 母本
'zhu'ba'si'de'shi'jun'bing 猪巴斯德氏菌病
'guan'zhuang'de 冠状的
'xing'wei'tu'bian'ti 行为突变体
'fu'zhu'cao'di 辅助草地
'li'zi'qiang'du 离子强度
'yang'si'huan'su 氧四环素
'xi'fu'yan'ji'liang 吸附盐基量
'shen'tou'zhong'li'shui 渗透重力水
'ce'chan 测产
'ding'chun 丁醇
'wei'shou'jing'dan 未受精蛋
'jie'he'bu 接合部
