'a'er'tai'gou'wa'hua 阿尔泰狗哇花
'yi'zhai 彝寨
'yi'zhi'fa'ya 抑制发芽
'yi'zhi'pian 译制片
'yi'zhi'xing 异质性
'yi'zhou 彝州
'yi'zhu'xiang'bing 一柱香病
'yi'zu 彝族
'yin'bi 荫蔽
'yin'bu 阴部
'yin'chuan'you'hu'lu 银川油葫芦
'yin'dao 阴道
'yin'ding'ye'e 银锭夜蛾
'yin'du'e 印度鳄
'yin'du'gu'ming 印度谷螟
'yin'du'lian 印度楝
'yin'hang 银行
'yin'hang'xue 银行学
'yin'huan'she 银环蛇
'yin'hui'mo 银灰膜
'yin'ji 阴极
'yin'jiao'ju 银胶菊
'yin'jin'pin'zhong 引进品种
'yin'jing 阴茎
'yin'ju 隐居
'yin'li'zi 阴离子
'yin'lian'hua 银莲花
'yin'lian'su 印楝素
'yin'nang 阴囊
'yin'qi 银器
'yin'shi'wen'hua 饮食文化
'yin'shui'qi 饮水器
'yin'wen'gu'nong'die 隐纹谷弄蝶
'yin'wen'ye'e 银纹夜蛾
'yin'xiang'xiao'guo 音响效果
'yin'xing'da'can'e 银杏大蚕蛾
'yin'xing'shu 银杏树
'yin'yu'lian'mian 阴雨连绵
'yin'yue'jia 音乐家
'yin'yue'pian 音乐片
'yin'zhi 印制
'yin'zhi'dian'lu 印制电路
'yin'zhuang 银装
'yin'zhuang'su'guo 银装素裹
'yin'zi 引资
'ying'ao'yun 迎奥运
'ying'ban 硬板
'ying'bi 鹰鼻
'ying'cha 迎茬
'ying'fa 应发
'ying'gou'bi 鹰钩鼻
'ying'guang 荧光
'ying'hua 颖花
'ying'hua 樱花
'ying'hua 硬化
'ying'hua'gan'lan 硬花甘蓝
'ying'huo'chong 萤火虫
'ying'jiang 盈江
'ying'jiang'xian 盈江县
'ying'ke 迎客
'ying'ke'song 迎客松
'ying'ku'bing 颖枯病
'ying'li 硬粒
'ying'li'lv 赢利率
'ying'li'xiao'mai 硬粒小麦
'ying'li'xing 赢利性
'ying'li'xing 硬粒型
'ying'li'yu'mi 硬粒玉米
'ying'lian 楹联
'ying'liu 瘿瘤
'ying'pan 营盘
'ying'pan'ji 硬盘机
'ying'pian'chang'du 影片长度
'ying'pian'lei'xing 影片类型
'ying'su 罂粟
'ying'su'hua 罂粟花
'ying'tao 樱桃
'ying'tao'jiao 樱桃椒
'ying'tong'huo 硬通货
'ying'wen'bao'zhi 英文报纸
'ying'wu 鹦鹉
'ying'xie 影协
'ying'xiu'zhen 映秀镇
'ying'yang'bo 营养钵
'ying'yang'bu'liang 营养不良
'ying'yang'dai 营养袋
'ying'yang'tu 营养土
'ying'yang'zhang'ai 营养障碍
'ying'ye'cheng'ben 营业成本
'ying'ye'e 营业额
'ying'ye'fei'yong 营业费用
'ying'ye'jian'jie'cheng'ben 营业间接成本
'ying'yin 影印
'ying'yin'ji 影印机
'ying'yong 应用
'ying'zao'shang 营造商
'ying'zhi'xiao'mai 硬质小麦
'ying'zui'dou 鹰嘴豆
'yong'de 永德
'yong'de'xian 永德县
'yong'jun 拥军
'yong'lang 涌浪
'yong'miao 用苗
'yong'ping 永平
'yong'ping'xian 永平县
'yong'ren 永仁
'yong'ren'xian 永仁县
'yong'shan 永善
'yong'shan'xian 永善县
'yong'sheng 永胜
'yong'sheng'xian 永胜县
'yong'shuo 永硕
'yong'wu'can 用午餐
'yong'yu'kai'tuo 勇于开拓
'yong'yu'shi'jian 勇于实践
'yong'yuan 永远
'yong'zhong 用种
'yong'zhong'liang 用种量
'you'an 右岸
'you'bian'ji 诱变剂
'you'cai'hua 油菜花
'you'cai'shuang'di'yu'zhong 油菜双低育种
'you'cai'zi 油菜籽
'you'cao'shuang'ke 油草双克
'you'chai 邮差
'you'che 邮车
'you'chi 油尺
'you'dai'gai'jin 有待改进
'you'e 幼鹅
'you'er'xue'xiao 幼儿学校
'you'er'yuan 幼儿园
'you'fu'mao 有稃毛
'you'gan'lan 油橄榄
'you'gan'lan'shu 油橄榄树
'you'gan'lan'zai'pei 油橄榄栽培
'you'gu 幼菇
'you'gui'dian'che 有轨电车
'you'hai'fu'zuo'yong 有害副作用
'you'hai'sheng'wu 有害生物
'you'hai'wu'zhi 有害物质
'you'hao'xing 友好型
'you'hao'you'kuai 又好又快
'you'hu 油壶
'you'hu'jun'huo'zhong'bing 油壶菌火肿病
'you'hu'lu 油葫芦
'you'hui'jia 优惠价
'you'huo 诱惑
'you'ji'dan 有机氮
'you'ji'fei 有机肥
'you'ji'hua'xue 有机化学
'you'ji'lin 有机磷
'you'ji'liu 有机硫
'you'ji'nong'ye 有机农业
'you'ji'suan 有机酸
'you'ji'za'huan 有机杂环
'you'jia'zheng'quan 有价证券
'you'jiang 有奖
'you'jie'gou'tu'rang 有结构土壤
'you'ju'fu'wu'chu 邮局服务处
'you'le'yuan 游乐园
'you'li 油梨
'you'li 疣粒
'you'liang 有粮
'you'liang'pin'zhong 优良品种
'you'liao 油料
'you'liao'tuo'pi 油料脱皮
'you'liao'yu'chu'li 油料预处理
'you'liao'zhi'wu 油料植物
'you'liao'zuo'wu 油料作物
'you'ma 幼马
'you'miao'qi 幼苗期
'you'mu'shu 柚木树
'you'nen 幼嫩
'you'nian'gu 幼年谷
'you'qi 油柒
'you'qi'gong 油漆工
'you'se'jin'shu 有色金属
'you'sha 诱杀
'you'shan 油杉
'you'sheng'dian'ying 有声电影
'you'song 油松
'you'sui 幼穗
'you'sun 游隼
'you'tai'jiao 犹太教
'you'tao 油桃
'you'tong 油桐
'you'tong 油桶
'you'xian'gu 优先股
'you'xiang 油箱
'you'xiao 有效
'you'xiao'cheng'fen 有效成分
'you'xiao'fen'nie 有效分蘖
'you'xiao'fu'she 有效辐射
'you'xiao'hua 有效花
'you'xiao'ji'wen 有效积温
'you'xiao'jiang'shui'liang 有效降水量
'you'xiao'sui 有效穗
'you'xiao'wen'du 有效温度
'you'xing 游行
'you'yu 鱿鱼
'you'yuan'hui 游园会
'you'zhi'dao 优质稻
'you'zhi'gao'chan 优质高产
'you'zhi'jing'lian 油脂精炼
'you'zhi'mi 优质米
'you'zhi'nong'chan'pin 优质农产品
'you'zhuan'wan 右转弯
'you'zong 油棕
'you'zong'lv'shu 油棕榈树
'yu'bi 郁蔽
'yu'ce 预测
'yu'ce'yu'bao 预测预报
'yu'cheng 誉称
'yu'dai'feng'die 玉带凤蝶
'yu'du'e 榆毒蛾
'yu'fan 鱼贩
'yu'fang'wei'zhu 预防为主
'yu'fang'wei'zhu'zong'he'fang'zhi 预防为主综合防治
'yu'fu 预付
'yu'fu'ding'jin 预付定金
'yu'gang 浴缸
'yu'gao'pian 预告片
'yu'hua'kong 羽化孔
'yu'huang 芋蝗
'yu'huang'jin'hua'chong 榆黄金花虫
'yu'hui'zhe 与会者
'yu'ji 雨季
'yu'jin 浴巾
'yu'jin'xiang 郁金香
'yu'jiu'hua 雨久花
'yu'lan'hua 玉兰花
'yu'lei 鱼类
'yu'liang 雨量
'yu'long 玉龙
'yu'long'na'xi'zu'zi'zhi'xian 玉龙纳西族自治县
'yu'long'xian 玉龙县
'yu'mei'ren 虞美人
'yu'mei'ying'ku'bing 育霉颖枯病
'yu'mi'bang'zi 玉米棒子
'yu'mi'fen 玉米粉
'yu'mi'lian'he'shou'ge'ji 玉米联合收割机
'yu'mi'miao 玉米苗
'yu'mi'ming 玉米螟
'yu'mi'shen 玉米糁
'yu'mi'sun 玉米笋
'yu'mi'tie'jia 玉米铁甲
'yu'mi'tuo'li'ji 玉米脱粒机
'yu'mi'xiang 玉米象
'yu'mi'ya 玉米蚜
'yu'miao'dai 育苗袋
'yu'miao'yi'zai 育苗移栽
'yu'mu'shu 榆木树
'yu'pen 浴盆
'yu'pen'lian 浴盆帘
'yu'ren'wo'shou 与人握手
'yu'shan'dou 羽扇豆
'yu'shi 浴室
'yu'shui 雨水
'yu'shui'guan 雨水管
'yu'si'mai'mian'ya 榆四脉绵蚜
'yu'suan 预算
'yu'suan'wei'yuan'hui 预算委员会
'yu'ting 雨停
'yu'tou 芋头
'yu'wei'wen 鱼尾纹
'yu'wen 语文
'yu'xi 玉溪
'yu'xi'shi 玉溪市
'yu'yan'xue 语言学
'yu'yan'xue'jia 语言学家
'yu'ye'chu 渔业处
'yu'ye'ke'xue'yuan 渔业科学院
'yu'ye'niao'luo 羽叶茑萝
'yu'yi 浴衣
'yu'yi'gan'lan 羽衣甘蓝
'yu'yi'zhu'ce 予以注册
'yu'yu 豫玉
'yu'yu 遇雨
'yu'zao'he 浴皂盒
'yu'zhi 预制
'yu'zhou'lun 宇宙论
'yu'zhou'zhi 宇宙志
'yu'zhuang 羽状
'yu'zhuang'fu'ye 羽状复叶
'yuan'bai'cai 圆白菜
'yuan'bai'cai'di 圆白菜地
'yuan'ban'bing 圆斑病
'yuan'di 原地
'yuan'di'bao'cun 原地保存
'yuan'dun'jie 圆盾蚧
'yuan'guang'deng 远光灯
'yuan'hai 远海
'yuan'ji 原基
'yuan'jiang 元江
'yuan'jiang'ha'ni'zu'yi'zu'dai'zu'zi'zhi'xian 元江哈尼族彝族傣族自治县
'yuan'jiang'xian 元江县
'yuan'jiao 远交
'yuan'jin'gan 圆金柑
'yuan'ju 圆锯
'yuan'mou 元谋
'yuan'mou'xi'dou 元谋细豆
'yuan'mou'xian 元谋县
'yuan'pan'ba 圆盘耙
'yuan'pan'li 圆盘犁
'yuan'qiu 圆丘
'yuan'qiu'jing 原球茎
'yuan'qiu'xing 圆球形
'yuan'she'jing'tou 远摄镜头
'yuan'shi'nong'ye 原始农业
'yuan'shi'sen'lin 原始森林
'yuan'tou 源头
'yuan'tuo 原驼
'yuan'wei 鸢尾
'yuan'wei'fen'zi'za'jiao 原位分子杂交
'yuan'xin 院心
'yuan'yang 元阳
'yuan'yang'xian 元阳县
'yuan'ye'qian'niu 圆叶牵牛
'yuan'yi 园艺
'yuan'yi'jian'dao 园艺剪刀
'yuan'yi'shi 园艺师
'yuan'yi'xue 园艺学
'yuan'yi'zuo'wu 园艺作物
'yuan'yuan 远缘
'yuan'yuan'jia'jie 远缘嫁接
'yuan'yuan'zhong 原原种
'yuan'zhong 原种
'yuan'zhong'zhu'chang 原种猪场
'yuan'zhu'bi 圆珠笔
'yuan'zhui 圆锥
'yuan'zhuo 圆桌
'yuan'zi'de'ju'he 原子的聚合
'yuan'zi'liang 原子量
'yuan'zi'neng'xue 原子能学
'yuan'zi'shu 原子数
'yuan'zi'zhi'liang 原子质量
'yue'bao'gao 月报告
'yue'dai 越代
'yue'dong'fang'zhi 越冬防治
'yue'dong'qi 越冬期
'yue'dong'si'miao 越冬死苗
'yue'du'cheng'xu 阅读程序
'yue'du'fu'kuan 月度付款
'yue'gong'zi 月工资
'yue'gua 越瓜
'yue'gui 月桂
'yue'ji 月季
'yue'jian 阅件
'yue'jie 越桔
'yue'kao 月考
'yue'lan'shi 阅览室
'yue'ping'jun'wen'du 月平均温度
'yue'tai'piao 月台票
'yue'wen 阅文
'yue'xia 越夏
'yun'ban'fen'die 云斑粉蝶
'yun'ban'tian'niu 云斑天牛
'yun'bo 匀播
'yun'chi'huo 云尺蠖
'yun'da 云大
'yun'dong'lan 运动栏
'yun'er'tian 云二天
'yun'jing'you 云粳优
'yun'jue 晕厥
'yun'long 云龙
'yun'long'shui'ku 云龙水库
'yun'long'xian 云龙县
'yun'lu'pai 云路牌
'yun'mai 云麦
'yun'miao 匀苗
'yun'nan'cai'chun 云南菜蝽
'yun'nan'da'xue 云南大学
'yun'nan'dian'shi'tai 云南电视台
'yun'nan'nong'da 云南农大
'yun'nan'nong'ye 云南农业
'yun'nan'nong'ye'da'xue 云南农业大学
'yun'nan'nong'ye'ke'ji 云南农业科技
'yun'nan'nong'ye'xin'xi'wang 云南农业信息网
'yun'nan'ri'bao 云南日报
'yun'nan'sheng 云南省
'yun'nan'sheng'nong'ke'yuan 云南省农科院
'yun'nan'sheng'nong'ye'ting 云南省农业厅
'yun'nan'song 云南松
'yun'nan'xin'xi'gang 云南信息港
'yun'que 云雀
'yun'rui 云瑞
'yun'shan 云杉
'yun'shu'fei'yong 运输费用
'yun'sui 孕穗
'yun'sui'qi 孕穗期
'yun'tai 芸苔
'yun'tai'su 芸苔素
'yun'tai'su'nei'zhi 芸苔素内脂
'yun'wen'bing 云纹病
'yun'xian 云县
'yun'xing'bing 云形病
'yun'xu'nong'du 允许浓度
'yun'xu'ri'she'ru'liang 允许日摄入量
'yun'yan'mi'zhang 云烟迷障
'yun'you 云优
'yun'you 云油
'yun'za 云杂
'yun'zai 匀栽
'yun'zhuan'bu'chang 运转不畅
'za'cao 杂草
'za'jiao 杂交
'za'jiao'dao 杂交稻
'za'jiao'gao'liang 杂交高粱
'za'jiao'ke'yu 杂交可育
'za'jiao'liang'zhong 杂交良种
'za'jiao'qin'he'xing 杂交亲和性
'za'jiao'yu'zhong 杂交育种
'za'jiao'zhong 杂交种
'za'jiao'zu'he 杂交组合
'za'jing 杂粳
'za'liang'tian'nian'chong 杂粮田粘虫
'za'mu'xie 杂木屑
'za'wu'shi 杂物室
'za'xiang'fei'yong 杂项费用
'za'xiang'kai'zhi 杂项开支
'za'zhong 杂种
'za'zhong'di'er'dai 杂种第二代
'za'zhong'you'shi 杂种优势
'zai'cha 栽插
'zai'ci 再次
'zai'hou 栽后
'zai'mang 再忙
'zai'pei'mian'ji 栽培面积
'zai'pei'pin'zhong 栽培品种
'zai'qin'ran 再侵染
'zai'qin'ran'yuan 再侵染源
'zai'sheng'miao 再生苗
'zai'ti 载体
'zai'tie'xian 再贴现
'zai'xian 再现
'zai'ye'ren'kou 在业人口
'zai'zhi 栽植
'zai'zhi'gou 栽植沟
'zan'cheng 赞成
'zan'zi 錾子
'zang'qing'se 藏青色
'zao'bo 早播
'zao'cha 早茬
'zao'chi'huo 枣尺蠖
'zao'chun 早春
'zao'dai'ce'yan 早代测验
'zao'dao 早稻
'zao'fa 早发
'zao'hong'tu 燥红土
'zao'hua 早花
'zao'ji 早季
'zao'lin'xue 造林学
'zao'qing'can'dou 早青蚕豆
'zao'qing'wan'dou 早青豌豆
'zao'sheng'kuai'fa 早生快发
'zao'shi 早施
'zao'shou 早收
'zao'shu 早熟
'zao'shu'he 早熟禾
'zao'shuang 早霜
'zao'si'bing 早死病
'zao'tai 早苔
'zao'tiao'jia 蚤跳甲
'zao'ye'shu 枣椰树
'zao'yi'bing 早疫病
'zao'yuan 造园
'zao'zai 早栽
'zao'zhong 早中
'zao'zi 凿子
'zao'zi 糟渍
'ze'ji 择机
'ze'ren'shu 责任书
'ze'xie'ke 泽泻科
'zen'yang 怎样
'zeng'bian 增编
'zeng'cu 增粗
'zeng'jia 增钾
'zeng'nie 增蘖
'zeng'shi 增施
'zeng'shi'zuo'yong 增湿作用
'zeng'wen 增温
'zeng'wen'bao'shi 增温保湿
'zeng'xiao'ji 增效剂
'zeng'zhang'dian 增长点
'zeng'zhi'shui 增值税
'zha'dan 扎单
'zha'lie 炸裂
'zha'meng 蚱蜢
'zha'shu'tiao 炸薯条
'zha'tu'dou'pian 炸土豆片
'zhai'mian'ji 摘棉机
'zhai'quan'ren 债权人
'zhai'tiao'ban'bing 窄条斑病
'zhai'wu'ren 债务人
'zhai'xing 窄行
'zhai'yao'ji'lu 摘要纪录
'zhan'dao 栈道
'zhan'dou'bao'lei'zuo'yong 战斗堡垒作用
'zhan'shi'qu 展示区
'zhan'yan 展演
'zhan'ye 展叶
'zhan'yi 沾益
'zhan'yi'xian 沾益县
'zhan'yuan 站员
'zhan'zhe'ji 展着剂
'zhang'dan 账单
'zhang'jiu'he 掌鸠河
'zhang'lang 蟑螂
'zhang'mu'biao 帐目表
'zhang'shi'ruo 长势弱
'zhang'shu 樟树
'zhang'shui 涨水
'zhang'ting'ban 涨停板
'zhang'wo 掌握
'zhang'ye 长叶
'zhang'ye'da'huang 掌叶大黄
'zhang'yu 章鱼
'zhao'di're 沼地热
'zhao'guang'wen 赵光文
'zhao'hao 找好
'zhao'hu'zhan 招呼站
'zhao'kai'hui'yi 召开会议
'zhao'lai 招徕
'zhao'liang 着凉
'zhao'ming'ji'shu 照明技术
'zhao'ming'shi 照明师
'zhao'qi 沼气
'zhao'qi'chi 沼气池
'zhao'qi'fei 沼气肥
'zhao'shang'ju 招商局
'zhao'shang'yin'zi 招商引资
'zhao'shui 着水
'zhao'tong 昭通
'zhao'tong'shi 昭通市
'zhao'xiang'ji 照相机
'zhao'yang 昭阳
'zhao'yang'qu 昭阳区
'zhe'bian'e 蔗扁蛾
'zhe'dai'huang'du'e 折带黄毒蛾
'zhe'gu 鹧鸪
'zhe'guang'hei'zhi 遮光黑纸
'zhe'guang'zhao 遮光罩
'zhe'li'shu 着粒数
'zhe'shi'se 赭石色
'zhe'xue'jia 哲学家
'zhe'yan 遮檐
'zhe'yin 遮阴
'zhen'cheng'you'ai 真诚友爱
'zhen'ci'zhuang 针刺状
'zhen'dui'xing 针对性
'zhen'fen'jing'shen 振奋精神
'zhen'feng 阵风
'zhen'jun 真菌
'zhen'kang 镇康
'zhen'kang'xian 镇康县
'zhen'kong'guan 真空管
'zhen'lie 阵列
'zhen'sui'xiang'hu'zuo'yong 砧穗相互作用
'zhen'tan'pian 侦探片
'zhen'tao 枕套
'zhen'xiong 镇雄
'zhen'xiong'xian 镇雄县
'zhen'xiu'bing 针锈病
'zhen'ya 镇蚜
'zhen'ya 镇压
'zhen'ya'qi 镇压器
'zhen'ye 真叶
'zhen'yi'hui 镇议会
'zhen'yi'hui'yi'yuan 镇议会议员
'zhen'yuan 镇沅
'zhen'yuan'xian 镇沅县
'zhen'yuan'yi'zu'ha'ni'zu'la'hu'zu'zi'zhi'xian 镇沅彝族哈尼族拉祜族自治县
'zhen'zhu'ji 珍珠鸡
'zhen'zhu'su 珍珠粟
'zhen'zi 榛子
'zheng'bei'ti 整倍体
'zheng'cai 正菜
'zheng'can'qian 正餐前
'zheng'ce'yan'jiu'shi 政策研究室
'zheng'chao 蒸炒
'zheng'cun'tui'jin 整村推进
'zheng'da 正大
'zheng'de 整地
'zheng'fan'jiao 正反交
'zheng'fu'ban 政府办
'zheng'gai'ti'gao 整改提高
'zheng'ji 正极
'zheng'ji'guan 政绩观
'zheng'ke 正科
'zheng'liu'fu 蒸馏釜
'zheng'pei'min 郑培民
'zheng'pi'xiao'shou 整批销售
'zheng'pian 正片
'zheng'qi'dou'yan 争奇斗艳
'zheng'qi'du 整齐度
'zheng'qiu'yi'jian 征求意见
'zheng'quan'gong'si 证券公司
'zheng'quan'jiao'yi'suo 证券交易所
'zheng'quan'shi'chang 证券市场
'zheng'que'ci 正确词
'zheng'shi'wen'jian 正式文件
'zheng'tai'fen'bu 正态分布
'zheng'tai'qu'xian 正态曲线
'zheng'teng'su'lv 蒸腾速率
'zheng'teng'xi'shu 蒸腾系数
'zheng'tian 整田
'zheng'xiang 整厢
'zheng'xie'ban 政协办
'zheng'xing 整形
'zheng'zhi 整枝
'zheng'zhi'bao'zhi 政治报纸
'zheng'zhi'jian'bie'li 政治鉴别力
'zheng'zhi'jing'ji'xue 政治经济学
'zheng'zhi'ju 政治局
'zheng'zhi'ju'chang'wei 政治局常委
'zheng'zhi'ju'chang'wu'wei'yuan'hui 政治局常务委员会
'zheng'zhi'ju'hou'bu'wei'yuan 政治局候补委员
'zheng'zhi'ju'wei'yuan 政治局委员
'zheng'zhi'min'rui'xing 政治敏锐性
'zheng'zhi'xue 政治学
'zheng'zhi'xue'jia 政治学家
'zheng'zhuang 症状
'zhi'an 制安
'zhi'ban'fu'wu'yuan 值班服务员
'zhi'bao'sui'fu'bing 枝孢穗腐病
'zhi'bao'zhan 植保站
'zhi'bao'zhi'jian'zhan 植保植检站
'zhi'bei 植被
'zhi'bei'zhi'shu 植被指数
'zhi'biao'ji 制表机
'zhi'bing'ling 植病灵
'zhi'bing'xing 致病性
'zhi'bo'dao'cao'ke 直播稻草克
'zhi'bo'ji 制钵机
'zhi'bo'jing 直播净
'zhi'bu'hui 支部会
'zhi'bu'shu'ji 支部书记
'zhi'bu'wei'yuan 支部委员
'zhi'cha 支岔
'zhi'chang 直肠
'zhi'cheng'pin 制成品
'zhi'chi 直翅
'zhi'chi'mu 直翅目
'zhi'dai 制袋
'zhi'dao'zu 指导组
'zhi'ding 枝顶
'zhi'dong 制动
'zhi'fa 直发
'zhi'fa'da'dui 执法大队
'zhi'fang'suan 脂肪酸
'zhi'fen 制粉
'zhi'geng'niao 知更鸟
'zhi'geng'wen 枝梗瘟
'zhi'guan'jie 指关节
'zhi'guan'ya 指管蚜
'zhi'hui'de'jie'jing 智慧的结晶
'zhi'ji 制剂
'zhi'ji'xing 致畸性
'zhi'jia 指甲
'zhi'jian'ju 质监局
'zhi'jie 枝接
'zhi'kou'tou'chong 栉叩头虫
'zhi'li'cao'mei 智利草莓
'zhi'li'xing'hua'sheng 直立型花生
'zhi'li'ya'tiao 直立压条
'zhi'liang'biao'zhun 质量标准
'zhi'liang'yi'chuan 质量遗传
'zhi'lu 指路
'zhi'ma 芝麻
'zhi'mi 致密
'zhi'min'zheng'ce 殖民政策
'zhi'mu'zhu 支木柱
'zhi'pian 制片
'zhi'pian'chang 制片厂
'zhi'pian'ren 制片人
'zhi'piao'ben 支票本
'zhi'piao'bu 支票簿
'zhi'piao'zhang'hu 支票帐户
'zhi'pu'fa 质谱法
'zhi'qi'guan'yan 支气管炎
'zhi'qu 支渠
'zhi'quan'fan'wei 职权范围
'zhi'shao'hei'dian'bing 枝梢黑点病
'zhi'shi'xing 植食性
'zhi'shu 枝数
'zhi'si'wen'du 致死温度
'zhi'wen'dao'nong'die 直纹稻弄蝶
'zhi'wu'bing'hai 植物病害
'zhi'wu'bing'li'xue 植物病理学
'zhi'wu'jian'yi 植物检疫
'zhi'wu'sheng'zhang 植物生长
'zhi'wu'sheng'zhang'tiao'jie'ji 植物生长调节剂
'zhi'wu'xue'jia 植物学家
'zhi'wu'yi'qing 植物疫情
'zhi'wu'yin'zhong 植物引种
'zhi'wu'yuan 植物园
'zhi'wu'zhong'lei 植物种类
'zhi'wu'zhong'lei'shi'bie 植物种类识别
'zhi'xi'jia'ting 直系家庭
'zhi'xian 支线
'zhi'xing 直行
'zhi'xing'mi'shu 执行秘书
'zhi'xing'wei'yuan'hui 执行委员会
'zhi'xue'ma'tang 止血马唐
'zhi'ye'zhong'xue 职业中学
'zhi'you 质优
'zhi'you'jia'lian 质优价廉
'zhi'yue'yin'zi 制约因子
'zhi'zao'chang 制造厂
'zhi'zao'shang 制造商
'zhi'zao'zhe 制造者
'zhi'zhe 指着
'zhi'zheng'zhi'ji 执政之基
'zhi'zhi'shi'ji 值指示剂
'zhi'zhong 制种
'zhi'zhu 蜘蛛
'zhi'zhu'xie 蜘蛛蟹
'zhi'zi 栀子
'zhi'zuo'jie'mu 制作节目
'zhong'cang 重仓
'zhong'ceng'fei 中层肥
'zhong'chan 中产
'zhong'chu'chang 种畜场
'zhong'cun 中村
'zhong'dan 中单
'zhong'dao 中稻
'zhong'deng'jiao'yu 中等教育
'zhong'di 中低
'zhong'dian'wen'wu'bao'hu'dan'wei 重点文物保护单位
'zhong'du 重度
'zhong'du 中度
'zhong'duan'she'bei 终端设备
'zhong'duo 众多
'zhong'fa'sheng 重发生
'zhong'fei 中肥
'zhong'fei 种肥
'zhong'fei'li 中肥力
'zhong'fen'nie 中分蘖
'zhong'gan'guang'xing 中感光性
'zhong'gao 中高
'zhong'geng 中耕
'zhong'geng'guan'li 中耕管理
'zhong'geng'ji 中耕机
'zhong'geng'pei'tu'ji 中耕培土机
'zhong'gou 中沟
'zhong'guo'fu'li'hui 中国福利会
'zhong'guo'gong'chan'dang 中国共产党
'zhong'guo'gong'chan'zhu'yi'qing'nian'tuan 中国共产主义青年团
'zhong'guo'guo'min'dang'ge'ming'wei'yuan'hui 中国国民党革命委员会
'zhong'guo'hong'shi'zi'hui 中国红十字会
'zhong'guo'ke'xie 中国科协
'zhong'guo'ke'xue'ji'shu'xie'hui 中国科学技术协会
'zhong'guo'min'zhu'cu'jin'hui 中国民主促进会
'zhong'guo'min'zhu'jian'guo'hui 中国民主建国会
'zhong'guo'min'zhu'tong'meng 中国民主同盟
'zhong'guo'nan'gua 中国南瓜
'zhong'guo'nong'gong'min'zhu'dang 中国农工民主党
'zhong'guo'ren'min'jie'fang'jun 中国人民解放军
'zhong'guo'ren'min'yin'hang 中国人民银行
'zhong'guo'ren'min'zheng'zhi'xie'shang'hui'yi 中国人民政治协商会议
'zhong'guo'shao'nian'xian'feng'dui 中国少年先锋队
'zhong'guo'te'se'she'hui'zhu'yi 中国特色社会主义
'zhong'guo'wen'xue'yi'shu'jie'lian'he'hui 中国文学艺术界联合会
'zhong'guo'zhi'gong'dang 中国致公党
'zhong'hai'ba 中海拔
'zhong'he 中和
'zhong'hou 中后
'zhong'hou'qi 中后期
'zhong'hua'dao'huang 中华稻蝗
'zhong'hua'hu'feng'die 中华虎凤蝶
'zhong'hua'jin'dai'e 中华金带蛾
'zhong'hua'ju'hua'tian'niu 中华锯花天牛
'zhong'hua'qi 终花期
'zhong'hua'quan'guo'fu'nv'lian'he'hui 中华全国妇女联合会
'zhong'hua'quan'guo'gui'guo'hua'qiao'lian'he'hui 中华全国归国华侨联合会
'zhong'hua'quan'guo'qing'nian'lian'he'hui 中华全国青年联合会
'zhong'hua'quan'guo'xue'sheng'lian'he'hui 中华全国学生联合会
'zhong'hua'quan'guo'zong'gong'hui 中华全国总工会
'zhong'ji 中季
'zhong'ji'chang 种鸡场
'zhong'jian'shang 中间商
'zhong'jian'xing 中间型
'zhong'jian'xing'da'mai 中间型大麦
'zhong'jin 中筋
'zhong'jing 中景
'zhong'jing 中粳
'zhong'kang 中抗
'zhong'li'zhong 中粒种
'zhong'qi'dai'kuan 中期贷款
'zhong'qiu 种球
'zhong'shang'you 中上游
'zhong'shen'cheng'yuan 终身成员
'zhong'shi 重施
'zhong'shu 中熟
'zhong'shu 众数
'zhong'shu 种薯
'zhong'shuang 终霜
'zhong'sui 重穗
'zhong'wen 中温
'zhong'wen'bao'zhi 中文报纸
'zhong'wen'xing 中温型
'zhong'wu 中午
'zhong'xia'you 中下游
'zhong'xue'bi'ye'sheng 中学毕业生
'zhong'xue'bi'ye'zheng'shu 中学毕业证书
'zhong'ya 种芽
'zhong'yang'chang 种羊场
'zhong'yang'ji'lv'jian'cha'wei'yuan'hui 中央纪律检查委员会
'zhong'yang'jun'shi'wei'yuan'hui 中央军事委员会
'zhong'yang'quan'hui 中央全会
'zhong'yang'shu'ji'chu 中央书记处
'zhong'yang'wei'yuan 中央委员
'zhong'yang'wei'yuan'hui 中央委员会
'zhong'yao'si'xiang 重要思想
'zhong'ye 种业
'zhong'yi'ji 种衣剂
'zhong'ying 种蝇
'zhong'zai 重栽
'zhong'zao 中早
'zhong'zao'shu 中早熟
'zhong'zhi 重植
'zhong'zhi 中指
'zhong'zhi 种质
'zhong'zhi'gou 种植沟
'zhong'zhi'ji 种植机
'zhong'zhi'mian'ji 种植面积
'zhong'zhi'qu 种植区
'zhong'zhi'qu'yu 种植区域
'zhong'zhi'ye 种植业
'zhong'zhi'ye'guan'li'chu 种植业管理处
'zhong'zhi'ye'jie'gou'tiao'zheng 种植业结构调整
'zhong'zhi'ye'ke 种植业科
'zhong'zhi'zi'yuan 种质资源
'zhong'zhu 种猪
'zhong'zi 中子
'zhong'zi'bao'man'du 种子饱满度
'zhong'zi'cang'ku 种子仓库
'zhong'zi'guan'li 种子管理
'zhong'zi'guan'li'zhan 种子管理站
'zhong'zi'hun'za'wu 种子混杂物
'zhong'zi'huo'li 种子活力
'zhong'zi'jian'ding 种子鉴定
'zhong'zi'jian'yan 种子检验
'zhong'zi'rong'zhong 种子容重
