'a'er'tai'gou'wa'hua 阿尔泰狗哇花
'xie'wen'ye'e 斜纹夜蛾
'xie'xie 谢谢
'xie'xing 楔形
'xie'yue'hui 谢粤辉
'xie'zhu 协助
'xie'zhu'ju'zhang 协助局长
'xie'zi 蝎子
'xin'ban'li 新办理
'xin'cheng'yi 新城疫
'xin'chou 辛丑
'xin'cun 新村
'xin'da 信达
'xin'dao 信道
'xin'de'liang'dian 新的亮点
'xin'de'ti'hui 心得体会
'xin'de'tu'po 新的突破
'xin'di 辛敌
'xin'dui'fu'lv'qing 辛对氟氯氰
'xin'fang'gong'zuo 信访工作
'xin'fang'ju 信访局
'xin'fei 锌肥
'xin'fu'ju'zhi 辛氟菊酯
'xin'gai'jian'le 新改建了
'xin'gao 新高
'xin'gao'chao 新高潮
'xin'gen 新根
'xin'guan 信管
'xin'guang'yi'hao 辛光一号
'xin'hai 辛亥
'xin'ji'geng'se 心肌梗塞
'xin'ji'ju 新机具
'xin'ji'shu 新技术
'xin'ji'shu'yin'jin 新技术引进
'xin'ji'shu'ying'yong 新技术应用
'xin'jia'gao'lv 辛甲高氯
'xin'jia'san'fu'lv'qing 辛甲三氟氯氰
'xin'jian 新建
'xin'jian'nong'cun'zhao'qi'xiang'cun'fu'wu'wang'dian 新建农村沼气乡村服务网点
'xin'jian'wan'cheng 新建完成
'xin'jian'zhao'qi'chi 新建沼气池
'xin'jiang'cai'chun 新疆菜蝽
'xin'jiao 新教
'xin'jiao'tong 心绞痛
'xin'jin'li'duo 新金粒多
'xin'ju'cuo 新举措
'xin'ke'ji 新科技
'xin'la'shu'cai 辛辣蔬菜
'xin'lai'te 新来特
'xin'li'xue 心理学
'xin'liu'lin 辛硫磷
'xin'lu'zao 新陆早
'xin'ma'er'sa'si'zhu'yi 新马尔萨斯主义
'xin'ma'xie'te 新马歇特
'xin'mao 辛卯
'xin'mao'dun 新矛盾
'xin'neng'yuan 新能源
'xin'nian'hui 新年会
'xin'nong'ban 新农办
'xin'nong'cun 新农村
'xin'nong'cun'jian'she 新农村建设
'xin'nong'cun'jian'she'gong'zuo 新农村建设工作
'xin'nong'cun'jian'she'li'du 新农村建设力度
'xin'nong'cun'jian'she'shi'dian'cun 新农村建设试点村
'xin'nong'cun'jian'she'shi'fan'cun 新农村建设示范村
'xin'nong'cun'jian'she'shi'fan'dian 新农村建设示范点
'xin'nong'cun'jian'she'xin'xi'wang 新农村建设信息网
'xin'nong'cun'jian'she'zi'jin 新农村建设资金
'xin'nong'cun'shi'dian'cun 新农村试点村
'xin'nong'cun'shi'dian'cun'jian'she 新农村试点村建设
'xin'nong'cun'zhi'dao'yuan 新农村指导员
'xin'nong'he'ban 新农合办
'xin'nong'yao 新农药
'xin'pin'pai 新品牌
'xin'pin'zhong 新品种
'xin'pin'zhong'de'tui'guang 新品种的推广
'xin'pin'zhong'shi'fan'qu 新品种示范区
'xin'pin'zhong'tui'guang 新品种推广
'xin'pin'zhong'yin'jin'tui'guang 新品种引进推广
'xin'pin'zhong'zhan'shi'qu 新品种展示区
'xin'ping 新平
'xin'ping'xian 新平县
'xin'ping'yi'zu'dai'zu'zi'zhi'xian 新平彝族傣族自治县
'xin'qing 辛氰
'xin'san'fu 辛三氟
'xin'shang'ren 新上任
'xin'shao 新梢
'xin'sheng'da 新生大
'xin'shuang'cao'ke 新双草克
'xin'shui'ce 薪水册
'xin'si 辛巳
'xin'tan'lin 薪炭林
'xin'tian'weng 信天翁
'xin'tu 心土
'xin'tu'li 心土犁
'xin'wan'sheng 新万生
'xin'wei 辛未
'xin'wen'bian'ji'shi 新闻编辑室
'xin'wen'guan'zhi 新闻管制
'xin'wen'ji'zhe 新闻记者
'xin'wen'lai'yuan 新闻来源
'xin'wen'mei'ti 新闻媒体
'xin'wen'pian 新闻片
'xin'wen'ping'lun'ren 新闻评论人
'xin'wen'xiao'shuo 新闻小说
'xin'wen'xue 新闻学
'xin'wen'yong'zhi 新闻用纸
'xin'wen'zhan 新闻战
'xin'wen'zhou'kan 新闻周刊
'xin'xi 信息
'xin'xi'an'quan'zhuan'men'hua 信息安全专门化
'xin'xi'ban 信息办
'xin'xi'fu'wu 信息服务
'xin'xi'gang 信息港
'xin'xi'gong'cheng 信息工程
'xin'xi'gong'zuo 信息工作
'xin'xi'guan'li'yu'xin'xi'xi'tong 信息管理与信息系统
'xin'xi'jin'cun'ru'hu'gong'cheng 信息进村入户工程
'xin'xi'liu 信息流
'xin'xi'wang 信息网
'xin'xi'yu'guan'li'ke'xue'xue'yuan 信息与管理科学学院
'xin'xi'yu'ji'suan'ke'xue 信息与计算科学
'xin'xi'zu 信息组
'xin'xian'shu'cai 新鲜蔬菜
'xin'xing'nong'cun 新型农村
'xin'xing'nong'cun'he'zuo'yi'liao 新型农村合作医疗
'xin'xing'nong'min 新型农民
'xin'xing'shi'xia 新形势下
'xin'ya 新芽
'xin'yan 新颜
'xin'yan'jian 新烟碱
'xin'yan'ling 新燕灵
'xin'yi'jie 新一届
'xin'you 辛酉
'xin'you'ling 信优灵
'xin'yu'zhi'shang 信誉至上
'xin'zang'xing 心脏型
'xin'zeng'guo'zhai'zhao'qi'xiang'mu 新增国债沼气项目
'xin'zeng'zhao'qi'xiang'mu 新增沼气项目
'xin'zhi 新植
'xin'zhi'mei'su 新植霉素
'xin'zhi'shi 新知识
'xin'zhong 信众
'xin'zhong 新种
'xin'zhong'can'sang 新种蚕桑
'xin'zhong'zhi 新种植
'xin'zu'he 新组合
'xin'zuo'tong 辛唑酮
'xing'bi 行比
'xing'cheng 形成
'xing'cheng'ceng 形成层
'xing'dao'hu 星岛湖
'xing'dao'hu'xiang 星岛湖乡
'xing'ding 形钉
'xing'dong'ji'hua 行动计划
'xing'hei'sui'bing 腥黑穗病
'xing'hong 猩红
'xing'hong're 猩红热
'xing'huang'dan 兴黄单
'xing'huo'ji'hua 星火计划
'xing'jia 性价
'xing'jing 刑警
'xing'li'fu 行李夫
'xing'li'jia 行李架
'xing'li'xiang 行李箱
'xing'mian'bao 兴棉宝
'xing'qiang 性强
'xing'qu 型渠
'xing'ren 杏仁
'xing'ren 行人
'xing'ren'di'xia'tong'dao 行人地下通道
'xing'ren'jiao'cha'lu 行人交叉路
'xing'ren'yan 杏仁眼
'xing'shi 形式
'xing'shi'jing'cha 刑事警察
'xing'shi'xu'yao 形势需要
'xing'shi'zhu'yi 形式主义
'xing'shi'zhu'yi'fang'mian 形式主义方面
'xing'tai'su 形态素
'xing'tan 星探
'xing'tang 杏塘
'xing'tian'niu 星天牛
'xing'xing 猩猩
'xing'you'ji 性诱剂
'xing'yu'lie 行与列
'xing'zheng'guan'li 行政管理
'xing'zheng'tong'zhi'lan 行政通知栏
'xing'zhong'yi'ji 型种衣剂
'xing'zhuang 性状
'xiong'e 雄鹅
'xiong'feng 雄蜂
'xiong'gou 雄狗
'xiong'gu 胸骨
'xiong'guan 雄冠
'xiong'huo'ji 雄火鸡
'xiong'kou 胸口
'xiong'lv 雄驴
'xiong'ma 雄马
'xiong'ma'ju 雄马驹
'xiong'mao 雄猫
'xiong'mian'yang 雄绵羊
'xiong'niu 雄牛
'xiong'rui 雄蕊
'xiong'shan'yang 雄山羊
'xiong'sui 雄穗
'xiong'tian'e 雄天鹅
'xiong'wen'du'e 凶纹毒蛾
'xiong'xing 雄性
'xiong'xing'bu'yu 雄性不育
'xiong'xing'bu'yu'ji'shu 雄性不育技术
'xiong'xing'bu'yu'ji'yin 雄性不育基因
'xiong'yi 雄蚁
'xiong'zhu 雄猪
'xiu'ben'lin 溴苯磷
'xiu'bing 羞病
'xiu'bing 锈病
'xiu'chong'jing 溴虫腈
'xiu'di'long 溴敌隆
'xiu'dou 锈豆
'xiu'fen'wo 溴酚肟
'xiu'fu'guo'cheng 修复过程
'xiu'fu'ju'zhi 溴氟菊酯
'xiu'geng'di 休耕地
'xiu'gu'long 秀谷隆
'xiu'he'se 锈褐色
'xiu'jian 修剪
'xiu'jun 锈菌
'xiu'jun'qing 休菌清
'xiu'jun'qing 溴菌清
'xiu'kuo 修扩
'xiu'liu 溴硫
'xiu'liu'lin 溴硫磷
'xiu'lv 秀绿
'xiu'lv'dan 溴氯丹
'xiu'ma 溴马
'xiu'man'zhi 溴螨酯
'xiu'mei'feng'guang 秀美风光
'xiu'mian 休眠
'xiu'mie'ju'zhi 溴灭菊酯
'xiu'qing'ju'zhi 溴氰菊酯
'xiu'shu'an 溴鼠胺
'xiu'tong 修通
'xiu'wei'bing 羞萎病
'xiu'xi'ting 休息厅
'xiu'xian 休闲
'xiu'xian'di 休闲地
'xiu'xian'ju'ya 绣线菊蚜
'xiu'xian'nong'ye 休闲农业
'xiu'xiao'chun 溴硝醇
'xiu'ye'e 秀夜蛾
'xiu'zheng 修正
'xiu'zheng'que'dian 修正缺点
'xiu'zhi'dao 修枝刀
'xiu'zhi'jian 修枝剪
'xu'chan'pin 畜产品
'xu'chan'pin'chan'liang 畜产品产量
'xu'chan'pin'shang'pin'lv 畜产品商品率
'xu'dian'chi 蓄电池
'xu'gao 虚高
'xu'hua'xing 徐华星
'xu'lie'hao 序列号
'xu'mu 畜牧
'xu'mu'chan'ye 畜牧产业
'xu'mu'chu 畜牧处
'xu'mu'ju 畜牧局
'xu'mu'shou'yi'ke'xue'yan'jiu'suo 畜牧兽医科学研究所
'xu'mu'ye 畜牧业
'xu'mu'ye'fen'qu 畜牧业分区
'xu'mu'ye'lei'xing 畜牧业类型
'xu'mu'ye'sheng'chan 畜牧业生产
'xu'na'shui 须纳税
'xu'qin 畜禽
'xu'qin'chan'ye 畜禽产业
'xu'qin'fang'yi'ti'xi 畜禽防疫体系
'xu'qin'fen 畜禽粪
'xu'qin'sheng'chan'zhou'qi 畜禽生产周期
'xu'qin'si'yang'liang 畜禽饲养量
'xu'qin'tou'zhi'shu 畜禽头只数
'xu'qin'yang'zhi'zong'liang 畜禽养殖总量
'xu'qin'zai'sheng'chan 畜禽再生产
'xu'shu 叙述
'xu'shui 需水
'xu'shui'liang 需水量
'xu'yang 需氧
'xu'yang'sheng'wu'chu'li 需氧生物处理
'xu'yuan'cheng 许元成
'xu'zhe'peng 许哲鹏
'xu'zhong'jie'gou 畜种结构
'xuan'ba'ren'yong 选拔任用
'xuan'chuan 宣传
'xuan'chuan'bu 宣传部
'xuan'chuan'cai'liao 宣传材料
'xuan'chuan'cu'xiao 宣传促销
'xuan'chuan'pei'xun 宣传培训
'xuan'chuan'pei'xun'gong'zuo 宣传培训工作
'xuan'chuan'ying'xiao 宣传营销
'xuan'chuan'zi'liao 宣传资料
'xuan'dan'bi 悬胆鼻
'xuan'feng 旋风
'xuan'fu'gu'ti 悬浮固体
'xuan'fu'hua 旋覆花
'xuan'geng'ji 旋耕机
'xuan'jiang 宣讲
'xuan'jiao 宣教
'xuan'ju'chu 选举出
'xuan'ling'shu 悬铃树
'xuan'mao'chong 旋毛虫
'xuan'pai 选派
'xuan'qu'qu'yu'nei'fen'bu'jun'yun 选取区域内分布均匀
'xuan'ren 选任
'xuan'wei 宣威
'xuan'wei'shi 宣威市
'xuan'xiang'ka 选项卡
'xuan'ya'qiao'bi 悬崖峭壁
'xuan'ze'cha 选择差
'xuan'ze'fu 选择符
'xuan'ze'qi 选择器
'xuan'ze'xiang'ying 选择响应
'xuan'ze'zhi'shu 选择指数
'xuan'zhi 选址
'xuan'zhuan'she'ji 旋转设计
'xue'bai'se 雪白色
'xue'bo 穴播
'xue'chang 血肠
'xue'diao 雪貂
'xue'fei 学费
'xue'feng 学风
'xue'fo'lai 雪佛莱
'xue'fu'bing 雪腐病
'xue'hai 雪害
'xue'ji 学季
'xue'ji 血迹
'xue'jian'ju 穴间距
'xue'jiang'che 血浆车
'xue'jing'ying 学经营
'xue'ju 穴距
'xue'ke'ji 学科技
'xue'lian'guo 雪莲果
'xue'ling'er'tong'ru'xue'lv 学龄儿童入学率
'xue'mei'ye'ku'bing 雪霉叶枯病
'xue'nian 学年
'xue'qi 学期
'xue'ri 雪日
'xue'shen 穴深
'xue'sheng 学生
'xue'shuan'xing'cheng 血栓形成
'xue'song 雪松
'xue'song'lei 雪松类
'xue'tie'long 雪铁龙
'xue'tu 学徒
'xue'tu'gong 学徒工
'xue'wei'cai 雪维菜
'xue'xi 学习
'xue'xi'chuang'xin'xing 学习创新型
'xue'xi'dong'yuan 学习动员
'xue'xi'fang'an 学习方案
'xue'xi'ji'hua 学习计划
'xue'xi'jiao'yu 学习教育
'xue'xi'pei'xun'ban 学习培训班
'xue'xi'tao'lun'hui 学习讨论会
'xue'xi'yan'tao'hui 学习研讨会
'xue'xi'zhi'du 学习制度
'xue'xiao'gong'you 学校工友
'xue'xiao'gong'yu 学校公寓
'xue'xiao'shi'sheng 学校师生
'xue'xiao'zhu'ban 学校主办
'xue'yu 鳕鱼
'xue'za'fei 学杂费
'xue'zai 穴栽
'xun'bao 旬报
'xun'dian 寻甸
'xun'dian'hui'zu'yi'zu'zi'zhi'xian 寻甸回族彝族自治县
'xun'dian'xian 寻甸县
'xun'fang 寻访
'xun'gu 寻古
'xun'hua 驯化
'xun'huan 循环
'xun'huan'ji'jin 循环基金
'xun'huan'jing'ji 循环经济
'xun'huan'nong'ye 循环农业
'xun'hui'xuan'chuan 巡回宣传
'xun'ju'zhi 熏菊酯
'xun'lian'yang'ben 训练样本
'xun'lu 驯鹿
'xun'ma'zhen 荨麻疹
'xun'su'cheng'li 迅速成立
'xun'yan 熏烟
'xun'yu 鲟鱼
'xun'zheng 熏蒸
'xun'zheng'ji 熏蒸剂
'ya'an'lin 亚胺磷
'ya'an'liu'lin 亚胺硫磷
'ya'an'zuo 亚胺唑
'ya'chong 蚜虫
'ya'de'le 亚得乐
'ya'gan'lan 芽甘蓝
'ya'jiao 芽蕉
'ya'jie 芽接
'ya'jin 压紧
'ya'ke'yi'sheng 牙科医生
'ya'ku'bing 芽枯病
'ya'ku'bing'du'bing 芽枯病毒病
'ya'la'di 蚜蜡敌
'ya'lin'suan'jia 亚磷酸钾
'ya'lu'ji 压路机
'ya'ma 亚麻
'ya'man'di 蚜螨敌
'ya'meng'si 芽萌斯
'ya'mie'lin 蚜灭磷
'ya'qi 芽期
'ya'qing 压青
'ya'qing'mian'ji 压青面积
'ya'qing'qing'kuang 压青情况
'ya'qing'zuo'wu 压青作物
'ya'qu 亚区
'ya're'dai 亚热带
'ya're'dai'ji'feng'xing'hai'yang'xing'qi'hou'qu 亚热带季风型海洋性气候区
'ya'rou 鸭肉
'ya'shao 芽梢
'ya'she'cao 鸭舌草
'ya'shi'jing 蚜虱净
'ya'tiao'fan'zhi 压条繁殖
'ya'tou 崖头
'ya'xuan'ze 芽选择
'ya'ye 芽叶
'ya'yin 牙龈
'ya'you'suan 亚油酸
'ya'yu 雅玉
'ya'zhi'cao 鸭跖草
'ya'zhong 亚种
'ya'zhong 芽种
'ya'zhou'yu'mi'ming 亚洲玉米螟
'ya'zhuang 芽壮
'ya'zui'shou 鸭嘴兽
'yan'ban'bing 眼斑病
'yan'cao 烟草
'yan'cao'gong'cheng 烟草工程
'yan'cao'gong'si 烟草公司
'yan'cao'jia 烟草甲
'yan'cao'xue 烟草学
'yan'chi'xing'leng'hai 延迟型冷害
'yan'fen'shi 烟粉虱
'yan'ge 阉割
'yan'ge'guan'li 严格管理
'yan'ge'luo'shi 严格落实
'yan'ge'lv'xing 严格履行
'yan'ge'zun'shou 严格遵守
'yan'gong'ji 阉公鸡
'yan'hua 盐化
'yan'huan'ji 延缓剂
'yan'huang'long 烟黄隆
'yan'hui'die 烟灰碟
'yan'hui'se 烟灰色
'yan'ji'ma 烟蓟马
'yan'jian 烟碱
'yan'jiang'gao 演讲稿
'yan'jiao 岩脚
'yan'jin 盐津
'yan'jin'xian 盐津县
'yan'jin'xiao'shou 严禁销售
'yan'jing'she 眼镜蛇
'yan'jiu'zhi'ding 研究制订
'yan'ju 烟具
'yan'lan'se 艳蓝色
'yan'li'cha'chu 严厉查处
'yan'li'da'ji 严厉打击
'yan'lou 烟楼
'yan'lou'cun 烟楼村
'yan'mai 燕麦
'yan'mai'ku 燕麦枯
'yan'mai'zhi 燕麦酯
'yan'mang'chun 烟盲蝽
'yan'mi'huang'long 烟嘧磺隆
'yan'mu'ji 阉母鸡
'yan'qi'fu'kuan 延期付款
'yan'qing'chong 烟青虫
'yan'rong'di'qu 岩溶地区
'yan'shan 砚山
'yan'shan'xian 砚山县
'yan'sheng'wu 衍生物
'yan'shi'ye'e 烟实夜蛾
'yan'shu 鼹鼠
'yan'su 严肃
'yan'su'cha'chu 严肃查处
'yan'su'ji'lv 严肃纪律
'yan'suan 盐酸
'yan'suan'hai 盐酸害
'yan'sui 芫荽
'yan'tao'ban 研讨班
'yan'xia 咽下
'yan'xiong 颜雄
'yan'xun'bao'cang 烟熏保藏
'yan'ya 烟蚜
'yan'yan 咽炎
'yan'yang'fa'jiao 厌氧发酵
'yan'ye'e 焰夜蛾
'yan'ying 掩映
'yan'ying'an 厌蝇胺
'yan'zhan'qing'xu 厌战情绪
'yan'zhi'shui'chan'pin 腌制水产品
'yan'zhong 严重
'yan'zhong'bu'zu 严重不足
'yan'zhong'chun'han 严重春旱
'yan'zhong'de'chun'han 严重的春旱
'yan'zhong'gan'han 严重干旱
'yan'zhong'sun'shi 严重损失
'yan'zhong'ying'xiang'le 严重影响了
'yan'zhu 阉猪
'yan'zhu'jing'e 烟蛀茎蛾
'yan'zi 燕子
'yan'zi 盐渍
'yan'zi'bao'cang 腌渍保藏
'yan'zi'cai 眼子菜
'yan'zi'hua 盐渍化
'yang'ben'rong'liang 样本容量
'yang'bi 漾濞
'yang'bi'xian 漾濞县
'yang'bi'yi'zu'zi'zhi'xian 漾濞彝族自治县
'yang'can 养蚕
'yang'can'nian'chan'zhi 养蚕年产值
'yang'chang'xiao'dao 羊肠小道
'yang'chong'gong'chang 养虫工厂
'yang'di 养地
'yang'di'zuo'wu 养地作物
'yang'fen 养分
'yang'fen'fen'jie 养分分解
'yang'fen'fen'jie'xi'shui 养分分解吸水
'yang'fen'han'liang 养分含量
'yang'gan'jun 羊肝菌
'yang'gao 羊羔
'yang'guang'gong'cheng 阳光工程
'yang'hong'wei 杨红卫
'yang'hu'fei'yong 养护费用
'yang'hua'jia 氧化钾
'yang'hua'le'guo 氧化乐果
'yang'hua'qi 扬花期
'yang'hua'wu 氧化物
'yang'hua'ya'tong 氧化亚铜
'yang'huai 洋槐
'yang'ji 洋蓟
'yang'ji 阳极
'yang'jiang 洋姜
'yang'jie'ren 杨节仁
'yang'juan 羊圈
'yang'jun'an 扬菌胺
'yang'lao'jin 养老金
'yang'lao'yuan 养老院
'yang'le'guo 氧乐果
'yang'le'ju'zhi 氧乐菊酯
'yang'le'sai 氧乐噻
'yang'li 洋李
'yang'li 阳历
'yang'li'zi 阳离子
'yang'ling 秧龄
'yang'mei 杨梅
'yang'pi 羊皮
'yang'qin'ye 养禽业
'yang'rou 羊肉
'yang'shu'rong 杨树荣
'yang'shu'zhu'gan'tian'niu 杨树蛀干天牛
'yang'tian 秧田
'yang'tuo 羊驼
'yang'xiao'mei 杨小梅
'yang'xiao'ying 氧效应
'yang'yi'que'ju 氧乙炔炬
'yang'yong'sheng 杨永生
'yang'yu 养鱼
'yang'yu 羊鱼
'yang'zhen'rong 杨真荣
'yang'zhi'da'hu 养殖大户
'yang'zhi'ji'di 养殖基地
'yang'zhi'mian'ji 养殖面积
'yang'zhi'shi'fan'dian 养殖示范点
'yang'zhi'shi'fan'ji'di 养殖示范基地
'yang'zhi'xiao'qu 养殖小区
'yang'zhi'xiao'yi 养殖效益
'yang'zhi'ye'ji'xie 养殖业机械
'yao'an 姚安
'yao'an'xian 姚安县
'yao'bi'shou'ge'ji 摇臂收割机
'yao'chang 药厂
'yao'chong'fen'ren'shi'dao 要充分认识到
'yao'fu'shan 姚福善
'yao'gou 腰沟
'yao'hai 药害
'yao'ji'ban'zhong 药剂拌种
'yao'ji'pin'zhong 药剂品种
'yao'ji'shi 药剂师
'yao'jian'ju 药监局
'yao'jing'tou 摇镜头
'yao'qi'xie 药器械
'yao'qing 邀请
'yao'qing'sai 邀请赛
'yao'qing'wai'di'zhuan'jia'jiang'ke 邀请外地专家讲课
'yao'qiu 要求
'yao'qiu'fa'yan 要求发言
'yao'shou 摇手
'yao'wang'xing 药王星
'yao'wu'xing'tian'jia'ji 药物性添加剂
'yao'wu'zhi'ji 药物制剂
'yao'yao'huang'huang 摇摇晃晃
'yao'yi 摇椅
'yao'yu 鳐鱼
'yao'zong'ru 姚宗儒
'ye'ba'zi 野坝子
'ye'ba'zi'mi 野坝子蜜
'ye'ban'bing 叶斑病
'ye'bei 叶背
'ye'cai 叶菜
'ye'cai'lei 叶菜类
'ye'cai'lei'shu'cai 叶菜类蔬菜
'ye'chan'san 叶蝉散
'ye'chang 叶长
'ye'chang'yuan 叶长远
'ye'dian'bing 叶点病
'ye'e 夜蛾
'ye'fei'san 叶飞散
'ye'feng 叶蜂
'ye'ge 野鸽
'ye'hei'zhong'bing 叶黑肿病
'ye'hu'sheng 叶互生
'ye'huo'bing 野火病
'ye'ji 野鸡
'ye'jia'min 叶家敏
'ye'jian'ku'bing 叶尖枯病
'ye'jin'xue 冶金学
'ye'ku'bing 叶枯病
'ye'ku'jing 叶枯净
'ye'ku'ling 叶枯灵
'ye'ku'ning 叶枯宁
'ye'ku'zuo 叶枯唑
'ye'kuan 叶宽
'ye'kuo'yu 野蛞蝓
'ye'lv'bao 叶绿宝
'ye'ma 野马
'ye'mao 腋毛
'ye'mao 野猫
'ye'mian'bao 叶面宝
'ye'mian'fei 叶面肥
'ye'mian'ji 叶面积
'ye'mian'pen'shi 叶面喷施
'ye'miao 叶苗
'ye'ming 野螟
'ye'qiang'wei 野蔷薇
'ye'qiao 叶鞘
'ye'qiao'fu'bai'bing 叶鞘腐败病
'ye'qiao'wang'ban'bing 叶鞘网斑病
'ye'qiao'zi'ban'bing 叶鞘紫班病
'ye'qing'shuang 叶青双
'ye'se 叶色
'ye'se'dan 叶色淡
'ye'se'shen 叶色深
'ye'sheng'cai'lei 野生菜类
'ye'sheng'da'dou 野生大豆
'ye'sheng'dao 野生稻
'ye'sheng'jun 野生菌
'ye'sheng'mai 野生麦
'ye'sheng'zhong 野生种
'ye'shi'fen'you'jiu 也十分悠久
'ye'shu 椰树
'ye'su'jiao 耶稣教
'ye'tian'cai 叶甜菜
'ye'tu 野兔
'ye'wei'bing 叶萎病
'ye'wu'gong'zuo 业务工作
'ye'wu'gong'zuo'fang'mian 业务工作方面
'ye'wu'shui'ping 业务水平
'ye'wu'zhi'shi 业务知识
'ye'xi'yang 叶喜杨
'ye'xing 叶形
'ye'xiu'bing 叶锈病
'ye'xiu'te 叶锈特
'ye'ya 野鸭
'ye'yan'ku 野燕枯
'ye'yan'mai 野燕麦
'ye'ye'e 叶夜娥
'ye'ying 夜莺
'ye'yong'yu 野蛹蝓
'ye'yu'shi'jian 业余时间
'ye'yuan'jie 椰圆蚧
'ye'zhuo'bing 叶灼病
'ye'zi'hua 叶子花
'yi'ai'ji 异艾剂
'yi'ba'chu 一把锄
'yi'ba'shou 一把手
'yi'ba'shou'zhua'ren'cai'gong'zuo'ze'ren'zhi'du 一把手抓人才工作责任制度
'yi'ban'lin 乙拌磷
'yi'ban'lin 异拌磷
'yi'ban'pei'he'li 一般配合力
'yi'ban'xiao'xi'lan 一般消息栏
'yi'bang'yi 一帮一
'yi'bao'zhong'xin 医保中心
'yi'bei 贻贝
'yi'bi'lin 伊比磷
'yi'bian 以便
'yi'bian'dong 已变动
'yi'bian'jing 一遍净
'yi'biao'ban 仪表板
'yi'bing 疫病
'yi'bing'an'lin 异丙胺磷
'yi'bing'cao'an 异丙草胺
'yi'bing'ding 异丙定
'yi'bing'jia'cao'an 异丙甲草胺
'yi'bing'lin 异丙磷
'yi'bing'liu'huan 异丙硫环
'yi'bing'long 异丙隆
'yi'bing'sai 异丙噻
'yi'bing'san'zuo'lin 异丙三唑磷
'yi'bing'wei 异丙威
'yi'cao'an 乙草胺
'yi'cao'ding 乙草丁
'yi'cao'lin 抑草磷
'yi'chan'ding'gong 以产定工
'yi'chang'cheng 宜昌橙
'yi'chang'xing'zhong'zi 异常型种子
'yi'cheng'xiang'mu 议程项目
'yi'chi'li'jin'gui 翼翅丽金龟
'yi'chi'san'gai 一池三改
'yi'chong'jing 乙虫腈
'yi'chong'jing 抑虫肼
'yi'chong'ling 抑虫灵
'yi'chou 乙丑
'yi'chu 溢出
'yi'chuan'li 遗传力
'yi'chuan'qin'shi 遗传侵蚀
'yi'chuan'xing 遗传性
'yi'chuan'xing'tiao'wen 遗传性条纹
'yi'ci'xing 一次性
'yi'ci'xing'ke'pei'xun 一次性可培训
'yi'cun 一村
'yi'cun'yi'pin 一村一品
'yi'da'pi 一大批
'yi'dang 一档
'yi'dang'yuan'liu'ru'di'wei'zhu 以党员流入地为主
'yi'dao'fu 易倒伏
'yi'dao'wen'jing 异稻瘟净
'yi'deng'di 一等地
'yi'deng'gong 一等功
'yi'di'ti 乙滴涕
'yi'ding'cheng'du'shang 一定程度上
'yi'ding'cheng'du'ying'xiang'le 一定程度影响了
'yi'dong'fu'zhao'qi 移动辐照器
'yi'dong'gong'jian'she 已动工建设
'yi'du'zuo 抑毒唑
'yi'duan 异端
'yi'e'cao'tong 异噁草酮
'yi'e'long 异恶隆
'yi'er'nian'sheng'cao'hua 一二年生草花
'yi'er'san 益尔散
'yi'fa'cha'chu 依法查处
'yi'fei'zhi 一费制
'yi'fu'du'biao'shu 以幅度表述
'yi'fu'duo'qi 一夫多妻
'yi'fu'yi'qi 一夫一妻
'yi'fu'ying'ye'jia 异跗萤叶甲
'yi'gai'liang'de 已改良的
'yi'gai'liang'de'mian'ji 已改良的面积
'yi'gai'shan 以改善
'yi'gan'chong'xing 易感虫性
'yi'gang'shuang'ze 一岗双责
'yi'ge 刈割
'yi'gou 衣钩
'yi'gui 衣柜
'yi'guo 益果
'yi'hai 乙亥
'yi'he'xian'xiang 异核现象
'yi'hou 蚁后
'yi'hun'you'ou 已婚有偶
'yi'ji 一级
'yi'ji'dao 一季稻
'yi'ji'gong'lu 一级公路
'yi'ji'tuo'bu'jin 乙基托布津
'yi'ji'yi'liu'lin 乙基异柳磷
'yi'jia 彝家
'yi'jian 意见
'yi'jian'huo'jian'yi 意见或建议
'yi'jian'li'le 已建立了
'yi'jiao 异交
'yi'jie'dao 已接到
'yi'jin 亿斤
'yi'jin'zhong 一斤种
'yi'ju 依据
'yi'ju 移居
'yi'ju'duo'de 一举多得
'yi'jun'li 乙菌利
'yi'jun'niao 异菌脲
'yi'kao 依靠
'yi'kao'tou'ru 一靠投入
'yi'kui'dan 异喹丹
'yi'lan 一栏
'yi'li 以利
'yi'liang 宜良
'yi'liang 彝良
'yi'liang'lv'ye'dou 宜良绿叶豆
'yi'liang'xian 宜良县
'yi'liang'xian 彝良县
'yi'lin'lv 乙磷铝
'yi'lin'lv'meng'xin 乙磷铝锰锌
'yi'lin'suan 乙膦酸
'yi'liu 一流
'yi'liu'ben'wei 乙硫苯威
'yi'liu'kong 溢流孔
'yi'liu'lin 乙硫磷
'yi'mai 宜麦
'yi'mai'chang 义卖场
'yi'man'zuo 乙螨唑
'yi'mao 乙卯
'yi'mei'an 抑霉胺
'yi'mei'gen'fu'bing 疫霉根腐病
'yi'mei'jun 疫霉菌
'yi'mei'ling 疫霉灵
'yi'mei'wei 乙霉威
'yi'mei'wei 抑霉威
'yi'mei'zuo 抑霉唑
'yi'men 易门
'yi'men'xian 易门县
'yi'mi'fen 乙嘧酚
'yi'mian'lin 益棉磷
'yi'mie'wei 异灭威
'yi'min'ju 移民局
'yi'min'zheng'ce 移民政策
'yi'ming 一名
